day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-08-01,-0.1590900307289101,0.5369130349304954,0.19451346850171272,1.2590797443539732,8.0
2025-08-02,0.15646947835850578,0.4921226007521502,-0.47554441910715567,0.18659119911442862,10.0
2025-08-03,0.49262202399831323,0.06164228108291821,-0.5285818888130593,0.07957834689096861,2.0
2025-08-04,-0.22853692362549244,1.1141255251300373,0.8554754963493373,1.96272348861478,5.0
2025-08-05,-0.10422501856735913,0.8652670939631181,0.47508882555182896,1.179273453106687,19.0
2025-08-06,0.3082360784978703,0.5641387431415412,0.01850343427744942,1.1078156768550762,7.0
2025-08-07,1.0704120954539897,1.473304512031043,-0.2333075576633931,0.6297901075441051,10.0
2025-08-08,0.10495663183134614,0.7770476387034151,0.37456528126042365,1.089584235376656,10.0
2025-08-09,-0.4328875695861851,0.34455878501574777,-0.10494303359976839,0.5195374676998794,2.0
2025-08-10,-0.16321142050898843,1.049408097507764,0.24280596153505843,1.5546057269104483,12.0
2025-08-11,0.5730267166232547,1.1145867620291037,-0.06285054299676192,0.8573371980796258,14.0
2025-08-12,-0.3783338045300392,0.9044294947655973,-0.42010441421768235,0.5644799187708806,7.0
2025-08-13,0.16220047760538372,0.9625533393279702,0.11214344900768428,1.2247706449239812,9.0
2025-08-14,0.2115044221927941,1.3387636010370874,-0.1376043314996703,0.7443387955682504,19.0
2025-08-15,-0.17897798022693454,0.7720693655853537,-0.11365588125809004,0.7924678192942985,23.0
2025-08-16,0.46637047495111905,1.657290603382872,-0.06984098233791547,0.614105917252418,8.0
2025-08-17,0.3060846432969653,0.4487955342187203,0.20028634233398745,1.4657439194240443,4.0
2025-08-18,0.23277448658686006,0.7741040696071367,0.11052707336467987,1.194435763208662,31.0
2025-08-19,0.16545647414624484,1.0329427228956756,0.15727908726598128,1.517635529831579,23.0
2025-08-20,0.3949745659558809,1.3344788769379496,-0.32781321403820696,0.47960905768317874,17.0
2025-08-21,0.12593728862264872,1.1325144220888477,0.38221760135045674,1.2033311515002192,14.0
2025-08-22,0.3848474756897095,1.1139979923509973,0.09452795796109474,0.759451283286629,12.0
2025-08-23,-0.0024497455426553683,0.5426385029569172,0.11989072053558436,1.3072597065056544,10.0
2025-08-24,0.44638220945123464,1.0075861000810482,-0.21148553810609594,0.6788549460204374,16.0
2025-08-25,0.5104546180258824,1.2215674368355407,-0.10458776736109185,0.7270139386652594,30.0
2025-08-26,0.4715171450236092,0.7559463506499806,0.3567453919948464,1.4231558678073026,15.0
2025-08-27,-0.17117219210228163,0.9854374773828782,-0.2820910559110884,0.7603776024597344,11.0
