0,1,2,3,4,word,summary
129193.0249255187,28.192228520674007,0.006306567012942126,-0.010233192405054797,-0.0003645231317841212,summaryOfAllWords,113341.00415757319
1.3830308132713895,-5.1869082768911525,1.777423226459722,-1.3849044316062353,0.05719759660531401,Tiere,17.576466500329953
3.3040597333833492,-6.794989642639223,2.327492665155626,-1.5157697131915124,-0.0169621604533165,Krebspest,20.038763263368
-4.05072735230026,-2.6181855966371503,2.176423110215301,-1.0090414908610734,-0.010273039802472812,tier+e krebs+pest,11.583247534068457
852.901865532987,-471.8073845755279,12.7545030305527,-0.6525794037180108,-0.6040240612800861,Klimawandel,988.6191055859223
8.754511085098935,-9.828986106931659,2.4028263345567473,-1.7556824221898062,-0.021600452282070994,krebs+pest klima+wandel,26.275778955878796
2.7016974205211692,-6.457727076993002,2.318187006570642,-1.4841479716894854,-0.01643490453019499,Steinkrebs,19.348548317342345
-1.7907997823677775,-3.919948774488186,2.2353909906553695,-1.1995150253921312,-0.012390477819385117,klima+wandel stein+krebs,14.190166749211345
13.408222260542244,-11.371347416548838,0.05361712424239207,-1.7764854751165837,-0.07639641149143286,braucht,31.072622788611124
-3.3561738017629263,-3.0209855070290597,2.196613899222332,-1.072222782679124,-0.010930112223231031,stein+krebs brauch+t,12.385749946903807
-4.0904721771943695,-2.5950476905204227,2.175197313717608,-1.0052816374830442,-0.010235265380695845,Hilfe,11.537283083743423
-4.0904721771943695,-2.5950476905204227,2.175197313717608,-1.0052816374830442,-0.010235265380695845,brauch+t hilfe,11.537283083743423
-8.909786388422635,0.3409758384079402,1.8944209086355301,-0.3568392997610792,-0.005365805213006325,Wielenbach,5.900732597591612
-8.909786388422635,0.3409758384079402,1.8944209086355301,-0.3568392997610792,-0.005365805213006325,hilfe wielenbach,5.900732597591612
-9.175474331750113,0.5161685976279267,1.8616635811006206,-0.30210456781378286,-0.005035185979562377,lby,5.583498838380935
-9.175474331750113,0.5161685976279267,1.8616635811006206,-0.30210456781378286,-0.005035185979562377,wielenbach lby,5.583498838380935
224.08222631495323,-126.5709677582718,2.484676482001604,0.1545884081014285,-0.17677454993362948,Der,271.2048915213805
-9.297561408098549,0.5974935093682463,1.8452149900614467,-0.2757509378769356,-0.004874618550957415,lby der,5.43732221695782
0.19674258233405695,-5.048593209308228,2.27571368211991,-1.3376096229945582,-0.014205421535977373,Verlust,16.47511506811793
-6.370325719074443,-1.246439765702966,2.0862343355502078,-0.75659417211009,-0.008032701077501087,der verlust,8.890365225212046
-6.715455627964471,-1.0375107483479282,2.0682260062897253,-0.7118791406038327,-0.007691414292399064,Lebensraum,8.487363025773057
-6.715455627964471,-1.0375107483479282,2.0682260062897253,-0.7118791406038327,-0.007691414292399064,verlust leben+s+raum,8.487363025773057
-7.756781300309615,-0.3959852484677122,2.001745433132666,-0.5611509083287403,-0.006637183705269752,invasive,7.266022576906142
-7.756781300309615,-0.3959852484677122,2.001745433132666,-0.5611509083287403,-0.006637183705269752,leben+s+raum invasiv+e,7.266022576906142
-7.014693094620976,-0.8550012252367369,2.051184096111173,-0.6711635127112137,-0.007392890065909274,Arten,8.137289037292216
-7.9257932467270615,-0.28997212126075755,1.9887306895386325,-0.5340320405559169,-0.0064606193474819945,invasiv+e art+en,7.066875002420456
-5.969776380147321,-1.4870351556125976,2.1052427433349816,-0.8057667198584895,-0.008425537871529186,art+en krebs+pest,9.357169190172549
-2.9158441584013506,-2.403877982897925,0.035817172278770744,-0.9634669964185925,0.44469878902928067,seltenen,12.452499501188168
-8.411769878387599,0.018462502970732153,1.946637993589377,-0.45100563140790567,-0.005938007938165828,krebs+pest selten+en,6.4924906034296646
-6.481016445341508,-1.179604341101124,2.0806355911017236,-0.7425013221684378,-0.007923554179584352,selten+en stein+krebs,8.761197158833966
16.425018434864796,-13.018860341280352,0.41784299515103845,-1.8886578767106101,-0.07172440191400967,Bayern,34.51316894152604
-8.639058197430519,0.16476890412125123,1.9241217530747414,-0.40928615153743636,-0.0056828855418239455,stein+krebs bayern,6.22285249673559
-4.961285685574975,-2.0853226112611876,2.1460362299456692,-0.9185016422321521,-0.009402699247788762,schwer,10.52886383445948
-8.698734174313081,0.20342189335003757,1.9178608009866909,-0.39799346229939375,-0.005614376442699857,bayern schwer,6.151940331020455
-4.171020091934441,-1.8395539080386603,1.054572641175291,1.3501640521355172,-0.034740749026633384,schaffen,11.103353373752777
-8.777802382296942,0.25479630891659655,1.9093235104967652,-0.38280223424286397,-0.005522467991789895,schwer schaff+en,6.057905961378462
-4.783645194599654,-1.5717828608576103,1.3608222423065641,-0.8820214235161459,-0.03208203869154187,Dieser,10.429897528947876
-8.898047010913512,0.33328854476585024,1.895780952551695,-0.3591801806969681,-0.005379918838056746,gelte,5.9147232402651575
-8.898047010913512,0.33328854476585024,1.895780952551695,-0.3591801806969681,-0.005379918838056746,dieser gelt+e,5.9147232402651575
39.656746913394734,-25.86688401554392,-0.9755703930219936,0.7919421369731112,-0.14118997829123336,Kopiere,61.05653473080877
-10.24671767147554,1.2508944276932068,1.674211900551945,-0.03797264066922415,-0.0032472389375693862,gelt+e kopier+e,4.290426374569522
47.79430880135476,-30.24568052590151,-0.5362081711540806,0.6017157798890018,-0.13599504971556367,aktuellen,70.30041837561208
36.96371544044723,-24.373486992336925,-0.9161771702720656,0.7550322975143062,-0.1360801956124354,kopier+e aktuell+en,57.9778898646607
35.74260746051643,-23.695438692840344,-0.8842620031506113,0.725895820111232,-0.13395369115877748,Link,56.5814981368684
35.74260746051643,-23.695438692840344,-0.8842620031506113,0.725895820111232,-0.13395369115877748,aktuell+en link,56.5814981368684
35.34238604496935,-23.471543804546858,-0.8658926506573561,0.7075843206662698,-0.1331922203686337,Zur,56.12307345049656
35.34238604496935,-23.471543804546858,-0.8658926506573561,0.7075843206662698,-0.1331922203686337,link zu,56.12307345049656
35.21723885668329,-23.399432931134044,-0.8502246162175845,0.6942745986554149,-0.13278490702309564,Merkliste,55.97879080213439
35.21723885668329,-23.399432931134044,-0.8502246162175845,0.6942745986554149,-0.13278490702309564,zu merk+liste,55.97879080213439
36.50089582419475,-24.065177649326724,-0.6560082870620801,0.6374532236684309,-0.12926310718291215,hinzufügen,57.426215970254205
17.947423181553766,-13.902987142029868,-0.8062973910101973,0.5632970354644862,-0.10602094848651603,merk+liste hin+zu+füg+en,36.271507006693405
-10.424013556336899,1.3778027044705872,1.6301112305800831,0.014689451355909613,-0.002799116186705387,anspruchsvoller,4.073770677415938
-10.424013556336899,1.3778027044705872,1.6301112305800831,0.014689451355909613,-0.002799116186705387,hin+zu+füg+en anspruchsvoll+er,4.073770677415938
-10.458433248611822,1.4026411817141717,1.6209239159269224,0.02529438999834959,-0.0027026782485996097,Geselle,4.031608414051305
-10.458433248611822,1.4026411817141717,1.6209239159269224,0.02529438999834959,-0.0027026782485996097,anspruchsvoll+er geselle,4.031608414051305
22.55304156514495,-16.521154096178403,-1.2173894234822265,0.8275822665599211,-0.13229931073266146,kommt,41.56495244501143
-10.482480902435753,1.4200343711599523,1.6143742119375395,0.03278131286075278,-0.0026332041242332436,geselle komm+t,4.00213130938828
-10.499621407970608,1.4324517282864604,1.6096382509242257,0.038157496080477485,-0.002582581467342506,komm+t bayern,3.9811107133562316
-3.941144029083988,-1.8227795070984896,0.0931149883739951,-0.8749940674284602,-0.05191992224202384,inzwischen,11.275564573991288
-8.00113806164941,0.41388776948929795,-0.042811443538470426,-0.35980448138641924,-0.04265783127377868,bayern inzwischen,6.641639167441052
-7.436303829227172,-0.5954317217126142,2.024506484227009,-0.6103697137953563,-0.006966842672041508,selten,7.642877454053531
-10.540323200976179,1.4620049305199379,1.5981603905543098,0.051058819546292586,-0.00245849895872533,inzwischen selten,3.931161250334355
18.40389628294664,-14.032992780027378,0.6991341721197729,1.0112325091892624,-0.07118099867195299,Was,36.753053454415955
-10.583194696565306,1.493236138361802,1.585704644027611,0.06485849942918898,-0.0023215161692428307,was stein+krebs,3.8784969058342598
16.06773953876307,-12.838058234352186,-0.022906509408257225,-1.8469366843175627,-0.08106422379165078,retten,34.10834713004088
