,summary,Energiewende,Verkehrswende,Geo_Engineering,Oekologie,Tipping_Points,Klimawandel,Landwirtschaft,Gesundheit,Wasserversorgung,Waermewende,Industrie,Klimaextreme,Urbane_Hitzeinsel,word
der stadt+werk+e+-+tochter,2.9646667956521346,-0.5956533520602201,0.0,0.0,0.07846140287566952,0.12322894857066906,-0.01577831223238284,0.07564528366120617,0.07650098367935293,0.0783156513852029,2.2360424479233907,0.06327546578911318,0.07786781933434436,0.0,der stadt+werk+e+-+tochter
stadt+werk+e+-+tochter ewp,2.9250290089865767,-0.5821931033691367,0.0,0.0,0.09192165156675286,0.13668919726175247,-0.0023180635412994293,0.08910553235228967,0.08996123237043634,0.09177590007628653,2.189321914100564,0.07673571448019671,0.09132806802542799,0.0,stadt+werk+e+-+tochter ewp
ewp start+et,2.917873372987518,-0.5797437591533143,0.0,0.0,0.09437099578257513,0.1391385414775749,0.0001312806745229886,0.09155487656811191,0.09241057658625874,0.09422524429210884,2.1805103536772217,0.07918505869601894,0.09377741224125023,0.0,ewp start+et
start+et weit+er+en,2.898325221091401,-0.5730217653330805,0.0,0.0,0.1010929896028092,0.14586053529780862,0.006853274494756864,0.09827687038834594,0.09913257040649268,0.10094723811234252,2.1558066851587196,0.0859070525162528,0.10049940606148407,0.0,start+et weit+er+en
weit+er+en arbeit+en,2.885269011945794,-0.5685068457871314,0.0,0.0,0.10560790914875831,0.15037545484375783,0.011368194040705845,0.10279178993429489,0.10364748995244179,0.1054621576582917,2.1387685174534434,0.09042197206220201,0.10501432560743323,0.0,weit+er+en arbeit+en
Gaskraftwerk,2.863593852829839,-0.5609661330117274,0.0,0.0,0.11314862192416242,0.15791616761916177,0.018908906816109978,0.11033250270969888,0.11118820272784573,0.11300287043369575,2.109469333365046,0.09796268483760599,0.11255503838283734,0.0,Gaskraftwerk
arbeit+en gas+kraft+werk,2.863593852829839,-0.5609661330117274,0.0,0.0,0.11314862192416242,0.15791616761916177,0.018908906816109978,0.11033250270969888,0.11118820272784573,0.11300287043369575,2.109469333365046,0.09796268483760599,0.11255503838283734,0.0,arbeit+en gas+kraft+werk
gas+kraft+werk süden,2.84603246043826,-0.5548146103702334,0.0,0.0,0.11930014456565635,0.16406769026065585,0.02506042945760411,0.11648402535119294,0.11733972536933981,0.1191543930751897,2.084744447767078,0.10411420747909995,0.11870656102433132,0.0,gas+kraft+werk süden
süden ersetz+en,2.837130813040138,-0.551681969532934,0.0,0.0,0.12243278540295542,0.16720033109795504,0.028193070294903026,0.11961666618849212,0.12047236620663891,0.12228703391248885,2.0718544209058685,0.107246848316399,0.12183920186163016,0.0,süden ersetz+en
Helfen,2.827940178388199,-0.5484372996147623,0.0,0.0,0.1256774553211273,0.17044500101612686,0.03143774021307492,0.12286133610666404,0.12371703612481082,0.12553170383066076,2.058282403707778,0.11049151823457087,0.1250838717798022,0.0,Helfen
helf+en neu+es,2.814554276771958,-0.5436926155624912,0.0,0.0,0.13042213937339844,0.17518968506839788,0.036182424265346,0.12760602015893513,0.12846172017708174,0.1302763878829316,2.0380167829481572,0.11523620228684199,0.12982855583207323,0.0,helf+en neu+es
Darlehen,2.809901575114981,-0.5420381612149816,0.0,0.0,0.13207659372090813,0.17684413941590765,0.03783687861285573,0.12926047450644482,0.13011617452459157,0.1319308422304415,2.0308295053941787,0.11689065663435168,0.1314830101795829,0.0,Darlehen
neu+es darlehen,2.809901575114981,-0.5420381612149816,0.0,0.0,0.13207659372090813,0.17684413941590765,0.03783687861285573,0.12926047450644482,0.13011617452459157,0.1319308422304415,2.0308295053941787,0.11689065663435168,0.1314830101795829,0.0,neu+es darlehen
Europäischen,2.8004203405186994,-0.538658232660105,0.0,0.0,0.13545652227578478,0.18022406797078402,0.04121680716773219,0.13264040306132116,0.13349610307946802,0.1353107707853181,2.0159461790174698,0.1202705851892282,0.13486293873445931,0.0,Europäischen
darlehen europäisch+en,2.8004203405186994,-0.538658232660105,0.0,0.0,0.13545652227578478,0.18022406797078402,0.04121680716773219,0.13264040306132116,0.13349610307946802,0.1353107707853181,2.0159461790174698,0.1202705851892282,0.13486293873445931,0.0,darlehen europäisch+en
Investitionsbank,2.791669744510231,-0.5355285966857877,0.0,0.0,0.13858615825010187,0.1833537039451015,0.0443464431420496,0.13577003903563853,0.13662573905378525,0.13844040675963531,2.001918747599318,0.12340022116354561,0.1379925747087768,0.0,Investitionsbank
europäisch+en investition+s+bank,2.791669744510231,-0.5355285966857877,0.0,0.0,0.13858615825010187,0.1833537039451015,0.0443464431420496,0.13577003903563853,0.13662573905378525,0.13844040675963531,2.001918747599318,0.12340022116354561,0.1379925747087768,0.0,europäisch+en investition+s+bank
nächst+er schritt,2.775446822463189,-0.5297004564726346,0.0,0.0,0.1444142984632548,0.18918184415825431,0.050174583355202584,0.1415981792487916,0.14245387926693834,0.1442685469727882,1.9751386759980758,0.12922836137669838,0.1438207149219297,0.0,nächst+er schritt
klimafreundlichen,2.7668736858477727,-0.5266067546773872,0.0,0.0,0.14750800025850253,0.19227554595350196,0.05326828515045024,0.14469188104403924,0.1455475810621859,0.14736224876803583,1.9605610452028683,0.1323220631719461,0.1469144167171774,0.0,klimafreundlichen
schritt klima+freundlich+en,2.7668736858477727,-0.5266067546773872,0.0,0.0,0.14750800025850253,0.19227554595350196,0.05326828515045024,0.14469188104403924,0.1455475810621859,0.14736224876803583,1.9605610452028683,0.1323220631719461,0.1469144167171774,0.0,schritt klima+freundlich+en
Ersatz,2.758000379325412,-0.5233946220397556,0.0,0.0,0.15072013289613417,0.19548767859113356,0.05648041778808173,0.14790401368167067,0.14875971369981753,0.15057438140566734,1.9451481873093093,0.13553419580957782,0.15012654935480896,0.0,Ersatz
klima+freundlich+en ersatz,2.758000379325412,-0.5233946220397556,0.0,0.0,0.15072013289613417,0.19548767859113356,0.05648041778808173,0.14790401368167067,0.14875971369981753,0.15057438140566734,1.9451481873093093,0.13553419580957782,0.15012654935480896,0.0,klima+freundlich+en ersatz
altersschwachen,2.7529326215389753,-0.5215554564341753,0.0,0.0,0.1525592985017141,0.19732684419671373,0.05831958339366196,0.14974317928725112,0.15059887930539773,0.1524135470112477,1.936192442442583,0.13737336141515796,0.1519657149603891,0.0,altersschwachen
ersatz alter+s+schwach+en,2.7529326215389753,-0.5215554564341753,0.0,0.0,0.1525592985017141,0.19732684419671373,0.05831958339366196,0.14974317928725112,0.15059887930539773,0.1524135470112477,1.936192442442583,0.13737336141515796,0.1519657149603891,0.0,ersatz alter+s+schwach+en
Gas-Heizkraftwerks,2.745988147219168,-0.5190296960882188,0.0,0.0,0.1550850588476706,0.19985260454267034,0.06084534373961849,0.1522689396332075,0.1531246396513541,0.15493930735720413,1.9237338317965098,0.13989912176111455,0.1544914753063457,0.0,Gas-Heizkraftwerks
alter+s+schwach+en gas+-+heiz+kraft+werk+s,2.745988147219168,-0.5190296960882188,0.0,0.0,0.1550850588476706,0.19985260454267034,0.06084534373961849,0.1522689396332075,0.1531246396513541,0.15493930735720413,1.9237338317965098,0.13989912176111455,0.1544914753063457,0.0,alter+s+schwach+en gas+-+heiz+kraft+werk+s
Potsdamer,4.412533098532036,-0.8868269882036572,0.0,0.0,0.4198305171300235,0.43327408509445897,0.39288508788841275,0.4101289674069222,0.4124649621733263,0.4192415187170177,1.4300717775919363,0.37969803944481006,0.4160689874080508,0.0,Potsdamer
gas+-+heiz+kraft+werk+s potsdamer,2.7371711533996943,-0.5158136664471035,0.0,0.0,0.15830108848878613,0.20306863418378562,0.06406137338073366,0.15548496927432276,0.15634066929246945,0.15815533699831968,1.9075957395921097,0.1431151514022296,0.157707504947461,0.0,gas+-+heiz+kraft+werk+s potsdamer
potsdamer süden,2.733413157463821,-0.5144397742580967,0.0,0.0,0.15967498067779307,0.20444252637279262,0.06543526556974066,0.15685886146332978,0.15771456148147653,0.15952922918732634,1.9006052518947807,0.14448904359123677,0.15908139713646782,0.0,potsdamer süden
süden komm+end+en,2.7297969034408562,-0.5131159172177105,0.0,0.0,0.160998837718179,0.2057663834131785,0.0667591226101266,0.15818271850371565,0.1590384185218625,0.16085308622771244,1.8938136140893114,0.14581290063162264,0.16040525417685364,0.0,süden komm+end+en
komm+end+en montag,2.7263133590539033,-0.511838983764132,0.0,0.0,0.16227577117175748,0.20704331686675712,0.06803605606370534,0.15945965195729425,0.16031535197544122,0.1621300196812909,1.8872100984432907,0.1470898340852013,0.16168218763043252,0.0,komm+end+en montag
montag start+et,2.7239494014425327,-0.510971518152476,0.0,0.0,0.16314323678341355,0.2079107824784132,0.06890352167536122,0.16032711756895027,0.16118281758709707,0.16299748529294686,1.8826942453180635,0.147957299696857,0.16254965324208845,0.0,montag start+et
start+et stadtwerke-tocht+er,2.7200313212157736,-0.5095321005267125,0.0,0.0,0.16458265440917705,0.20935020010417663,0.07034293930112466,0.1617665351947139,0.1626222352128605,0.16443690291871058,1.875146901358814,0.1493967173226207,0.1639890708678518,0.0,start+et stadtwerke-tocht+er
weiter…,2.704762728027149,-0.5039028975121184,0.0,0.0,0.17021185742377112,0.2149794031187707,0.07597214231571897,0.16739573820930784,0.16825143822745464,0.17006610593330473,1.8449635565152585,0.15502592033721474,0.16961827388244605,0.0,weiter…
ewp weiter…,2.704762728027149,-0.5039028975121184,0.0,0.0,0.17021185742377112,0.2149794031187707,0.07597214231571897,0.16739573820930784,0.16825143822745464,0.17006610593330473,1.8449635565152585,0.15502592033721474,0.16961827388244605,0.0,ewp weiter…
+32,5.447290038117285,0.23566256016209267,0.0,0.0,-0.5298921944939267,-0.48512464879892725,-0.6241319096019791,-0.53270831370839,-0.5318526136902435,-0.5300379459843936,1.1391191510530132,-0.5450781315804832,-0.530485778035252,0.0,+32
weiter… +32,2.7023657903844973,-0.5030163131479792,0.0,0.0,0.1710984417879103,0.21586598748290992,0.07685872667985803,0.16828232257344714,0.16913802259159372,0.1709526902974437,1.8401097873348502,0.15591250470135398,0.17050485824658512,0.0,weiter… +32
+32 chars,5.394306545706535,0.23089432251011682,0.0,0.0,-0.5201180041679259,-0.47535045847292606,-0.614357719275978,-0.5229341233823891,-0.5220784233642422,-0.5202637556583921,1.1463811696697144,-0.5353039412544822,-0.520711587709251,0.0,+32 chars
Gleichmäßige,4.035191163333238,0.17187796965836605,0.0,0.0,-0.22982762708681417,-0.18506008139181468,-0.3240673421948666,-0.23264374630127746,-0.23178804628313082,-0.22997337857728078,0.02804500401563328,-0.2450135641733705,-0.23042121062813944,0.0,Gleichmäßige
Stromproduktion,12.869779427052348,0.3591990830055864,0.0,0.0,-0.6061271976343421,-0.5944304154961292,-0.6295094512594164,-0.6160247199721005,-0.6136463721738257,-0.60672873308257,-1.1317832020199083,-0.6469822983108114,-0.6099785683835144,0.0,Stromproduktion
gleichmäßig+e strom+produktion,6.974293184299271,0.4019597133809357,0.0,0.0,-0.777004937184656,-0.7322373914896564,-0.8712446522927083,-0.7798210563991194,-0.7789653563809725,-0.7771506886751226,-0.5191323060822086,-0.7921908742712124,-0.7775985207259812,0.0,gleichmäßig+e strom+produktion
Alpiner,4.145574270907612,0.18809156213117173,0.0,0.0,-0.2568152746412696,-0.2120477289462701,-0.3510549897493221,-0.2596313938557329,-0.2587756938375862,-0.2569610261317363,0.001057356461177917,-0.272001211727826,-0.25740885818259474,0.0,Alpiner
strom+produktion alpin+er,4.145574270907612,0.18809156213117173,0.0,0.0,-0.2568152746412696,-0.2120477289462701,-0.3510549897493221,-0.2596313938557329,-0.2587756938375862,-0.2569610261317363,0.001057356461177917,-0.272001211727826,-0.25740885818259474,0.0,strom+produktion alpin+er
alpin+er solarstrom,4.179110748518179,0.1927984715725131,0.0,0.0,-0.26487243451179404,-0.22010488881679455,-0.3591121496198463,-0.2676885537262574,-0.26683285370811055,-0.26501818600226074,-0.006999803409346619,-0.28005837159835045,-0.26546601805311915,0.0,alpin+er solarstrom
fließt,4.2286465742271595,0.19957530827578754,0.0,0.0,-0.2766559332452566,-0.23188838755025704,-0.37089564835330907,-0.27947205245971996,-0.2786163524415732,-0.27680168473572314,-0.01878330214280918,-0.29184187033181297,-0.27724951678658166,0.0,fließt
solarstrom fließ+t,4.2286465742271595,0.19957530827578754,0.0,0.0,-0.2766559332452566,-0.23188838755025704,-0.37089564835330907,-0.27947205245971996,-0.2786163524415732,-0.27680168473572314,-0.01878330214280918,-0.29184187033181297,-0.27724951678658166,0.0,solarstrom fließ+t
fließ+t winter,4.303615426161784,0.20945223079875808,0.0,0.0,-0.2942294164060766,-0.249461870711077,-0.38846913151412893,-0.2970455356205398,-0.29618983560239304,-0.2943751678965431,-0.03635678530362897,-0.309415353492633,-0.29482299994740163,0.0,fließ+t winter
winter ein,4.34201158309391,0.21434250973544383,0.0,0.0,-0.3031116893351987,-0.25834414364019914,-0.39735140444325107,-0.305927808549662,-0.30507210853151523,-0.30325744082566525,-0.04523905823275127,-0.31829762642175513,-0.3037052728765239,0.0,winter ein
ein solaranlage,4.370951125087071,0.21795618080998264,0.0,0.0,-0.3097545843831446,-0.2649870386881452,-0.40399429949119714,-0.31257070359760786,-0.3117150035794613,-0.30990033587361127,-0.05188195328069715,-0.3249405214697011,-0.3103481679244698,0.0,ein solaranlage
solaranlage 2.500,4.473385523457896,0.23027291825068763,0.0,0.0,-0.33291945994662336,-0.2881519142516239,-0.4271591750546758,-0.3357355791610867,-0.3348798791429401,-0.33306521143708995,-0.075046828844176,-0.3481053970331798,-0.3335130434879485,0.0,solaranlage 2.500
2.500 höhe,4.531201819050471,0.23691566378579562,0.0,0.0,-0.3457611567235372,-0.3009936110285377,-0.44000087183158954,-0.34857727593800053,-0.3477215759198537,-0.3459069082140037,-0.08788852562108962,-0.36094709381009354,-0.34635474026486224,0.0,2.500 höhe
höhe liefer+t,4.569979103971781,0.24125289975577072,0.0,0.0,-0.35428258265695883,-0.30951503696195926,-0.4485222977650111,-0.3570987018714221,-0.35624300185327534,-0.35442833414742536,-0.09640995155451136,-0.3694685197435152,-0.3548761661982839,0.0,höhe liefer+t
ganzjährig,4.636846752957457,0.2485193457115307,0.0,0.0,-0.3688085063119765,-0.32404096061697696,-0.4630482214200288,-0.3716246255264398,-0.37076892550829305,-0.3689542578024431,-0.11093587520952894,-0.3839944433985329,-0.3694020898533017,0.0,ganzjährig
liefer+t ganzjährig,4.636846752957457,0.2485193457115307,0.0,0.0,-0.3688085063119765,-0.32404096061697696,-0.4630482214200288,-0.3716246255264398,-0.37076892550829305,-0.3689542578024431,-0.11093587520952894,-0.3839944433985329,-0.3694020898533017,0.0,liefer+t ganzjährig
gleichmäßigen,4.740195127531734,0.25924981044495443,0.0,0.0,-0.3908522512019759,-0.3460847055069765,-0.48509196631002816,-0.3936683704164394,-0.39281267039829254,-0.3909980026924425,-0.13297962009952846,-0.4060381882885323,-0.39144583474330114,0.0,gleichmäßigen
ganzjährig gleichmäßig+en,4.740195127531734,0.25924981044495443,0.0,0.0,-0.3908522512019759,-0.3460847055069765,-0.48509196631002816,-0.3936683704164394,-0.39281267039829254,-0.3909980026924425,-0.13297962009952846,-0.4060381882885323,-0.39144583474330114,0.0,ganzjährig gleichmäßig+en
gleichmäßig+en strom,4.080321795834088,0.17864492920490957,0.0,0.0,-0.24094980703019556,-0.19618226133519592,-0.3351895221382479,-0.2437659262446589,-0.242910226226512,-0.24109555852066217,0.016922824072252114,-0.2561357441167519,-0.2415433905715207,0.0,gleichmäßig+en strom
gleichzeitig lieg+t,5.188188071382999,0.2997668047133488,0.0,0.0,-0.4811584672238344,-0.43639092152883496,-0.5753981823318869,-0.48397458643829777,-0.48311888642015094,-0.4813042187143011,-0.22328583612138692,-0.4963444043103908,-0.4817520507651597,0.0,gleichzeitig lieg+t
lieg+t ertrag,5.380984204836238,0.31470788388526577,0.0,0.0,-0.517645245340893,-0.4728776996458934,-0.6118849604489452,-0.5204613645553563,-0.5196056645372096,-0.5177909968313597,-0.25977261423844544,-0.5328311824274494,-0.5182388288822181,0.0,lieg+t ertrag
ertrag prozent,5.622614957234029,0.33171282131493474,0.0,0.0,-0.561570800767361,-0.5168032550723616,-0.6558105158754134,-0.5643869199818242,-0.5635312199636776,-0.5617165522578275,-0.30369816966491353,-0.5767567378539172,-0.5621643843086862,0.0,ertrag prozent
prozent hoch+er,5.86747445833388,0.34726110009115524,0.0,0.0,-0.6041982458551705,-0.5594307001601709,-0.698437960963223,-0.6070143650696338,-0.6061586650514872,-0.6043439973456372,-0.34632561475272305,-0.6193841829417269,-0.6047918293964958,0.0,prozent hoch+er
hoch+er durchschnitt,6.487272809944677,0.38054788747452,0.0,0.0,-0.7046161784134553,-0.6598486327184556,-0.7988558935215078,-0.7074322976279187,-0.7065765976097718,-0.704761929903922,-0.4467435473110078,-0.7198021155000116,-0.7052097619547805,0.0,hoch+er durchschnitt
solarenergie energie+wende,13.266470585721173,0.5275663212142956,0.0,0.0,-1.4200137937386494,-1.37524624804365,-1.514253508846702,-1.4228299129531128,-1.421974212934966,-1.420159545229116,-1.162141162636202,-1.4351997308252058,-1.4206073772799745,0.0,solarenergie energie+wende
klima+wandel schon,7.730143228328744,-1.1898796818995125,0.0,0.0,0.6063568052721312,0.5911448923298447,0.635580396567259,0.5947498684185792,0.5974982037736222,0.6056461082313873,-0.6220287104127532,0.5591658682620136,0.6017225874019371,0.0,klima+wandel schon
schon mehr,7.1068919243992115,-1.1486476663799796,0.0,0.0,0.5976992617636246,0.5859889981517673,0.6203101295528347,0.5862164641411507,0.5889378963151375,0.5969964800351432,-0.5379663259001789,0.5509704750606674,0.5931218446961298,0.0,schon mehr
mehr 500,6.506768563173442,-1.1023613791371603,0.0,0.0,0.5873674790464366,0.5793920611395463,0.6028508782901583,0.576040722180727,0.5787283453875451,0.5866746494805456,-0.4497442716119127,0.5412191393093777,0.58286147102392,0.0,mehr 500
Hitzetote,6.311137558604623,-1.0856256547395218,0.0,0.0,0.5834657936220361,0.5767983195752447,0.5964347540468271,0.5722002251835594,0.5748745932079792,0.5827768674400592,-0.419217258099988,0.537544924445496,0.5789877907611771,0.0,Hitzetote
500 hitze+tot+e,6.311137558604623,-1.0856256547395218,0.0,0.0,0.5834657936220361,0.5767983195752447,0.5964347540468271,0.5722002251835594,0.5748745932079792,0.5827768674400592,-0.419217258099988,0.537544924445496,0.5789877907611771,0.0,500 hitze+tot+e
hitze+tot+e bayern,5.840429159553464,-1.041476730635967,0.0,0.0,0.5727308836769506,0.5694240806050599,0.5791948064013496,0.5616401378835103,0.5642766415428166,0.5720531124900745,-0.341705599458974,0.527459492700718,0.5683329055492896,0.0,hitze+tot+e bayern
bayern laut,5.653790504932041,-1.022276331253526,0.0,0.0,0.5678550315391049,0.565974607018279,0.5715385055229638,0.5568468528257511,0.5594654772272626,0.5671825300621116,-0.309227525137644,0.522890161952426,0.5634948537829442,0.0,bayern laut
Schätzung,5.418206685869332,-0.9964935131859982,0.0,0.0,0.5611018777423227,0.5611084281526042,0.561089010579374,0.55021134901695,0.5528045013296432,0.5604368865291244,-0.26666621003018126,0.5165735281047087,0.5567955678054567,0.0,Schätzung
laut schätzung,5.418206685869332,-0.9964935131859982,0.0,0.0,0.5611018777423227,0.5611084281526042,0.561089010579374,0.55021134901695,0.5528045013296432,0.5604368865291244,-0.26666621003018126,0.5165735281047087,0.5567955678054567,0.0,laut schätzung
schätzung robert,5.186559526025192,-0.9692979951528531,0.0,0.0,0.5537143059578918,0.5556805705727081,0.5498406597700657,0.5429568946261543,0.5455212318206673,0.5530578144167504,-0.2229718920266718,0.5096795234271141,0.5494689542813451,0.0,schätzung robert
Koch-Instituts,5.090729243479481,-0.9574685907230621,0.0,0.0,0.550413491607848,0.5532236063240312,0.5448704572908301,0.5397170597291999,0.5422681991087596,0.5497608943815407,-0.2043224092329962,0.5066046856156979,0.5461960671508165,0.0,Koch-Instituts
robert koch+-+institut+s,5.090729243479481,-0.9574685907230621,0.0,0.0,0.550413491607848,0.5532236063240312,0.5448704572908301,0.5397170597291999,0.5422681991087596,0.5497608943815407,-0.2043224092329962,0.5066046856156979,0.5461960671508165,0.0,robert koch+-+institut+s
koch+-+institut+s wert,4.8292289170693055,-0.9233095980728664,0.0,0.0,0.5405735925900248,0.5457956776595992,0.530235715303782,0.5300644942698199,0.5325750969198472,0.5399329618087194,-0.1515881295147435,0.4974585334168284,0.5364419743631892,0.0,koch+-+institut+s wert
wert ge+sam+t+en,4.75059584132333,-0.9124638024185309,0.0,0.0,0.5373507389174429,0.5433319650590644,0.5254965647686921,0.526904817247316,0.5294017519305921,0.5367141446707512,-0.13517136955208203,0.4944694807575722,0.533248062066739,0.0,wert ge+sam+t+en
Vorjahres,4.679744151253617,-0.9024492533824106,0.0,0.0,0.5343314934907969,0.5410112214871177,0.5210790890057782,0.5239455771389927,0.5264295312144335,0.533698733596759,-0.12014475899353501,0.49167222606259187,0.5302563070614329,0.0,Vorjahres
ge+sam+t+en vorjahr+es,4.679744151253617,-0.9024492533824106,0.0,0.0,0.5343314934907969,0.5410112214871177,0.5210790890057782,0.5239455771389927,0.5264295312144335,0.533698733596759,-0.12014475899353501,0.49167222606259187,0.5302563070614329,0.0,ge+sam+t+en vorjahr+es
vorjahr+es bereits,4.60865697380277,-0.8921627703592857,0.0,0.0,0.5311861748776147,0.5385811359340584,0.5164990049698638,0.5208636163222706,0.5233338658930379,0.5305574640281838,-0.10483780476485327,0.4887612227425329,0.5271400166921586,0.0,vorjahr+es bereits
bereits überschreit+en,4.520271866507121,-0.8790275001129573,0.0,0.0,0.5271036747127863,0.5354089958299642,0.5105858410981827,0.5168646463920145,0.519316830167801,0.5264803028129099,-0.08547345858659208,0.4849875192922558,0.5230957900912314,0.0,bereits überschreit+en
bayern dennoch,4.382682182953933,-0.8577797558742533,0.0,0.0,0.5203390460335642,0.530111019042499,0.5008613006181853,0.5102416632474556,0.5126632175167695,0.5197247295019396,-0.05456222659736585,0.47874621359513014,0.5163960712935579,0.0,bayern dennoch
dennoch weniger,4.3458382117947325,-0.8519174320525373,0.0,0.0,0.5184369343622073,0.5286124691418668,0.4981424409916571,0.5083801114073659,0.5107928962398228,0.5178252112507732,-0.046119973312690125,0.47699388119884123,0.514512548219142,0.0,dennoch weniger
weniger betreff+en,4.3111280210888365,-0.8463255986042438,0.0,0.0,0.5166079320008029,0.5271680332986233,0.4955342058558485,0.5065904139718806,0.5089947012171261,0.5159987222562281,-0.03810091079673962,0.4753099931318493,0.5127015601024465,0.0,weniger betreff+en
betreff+en bund+es+land+er,4.228753897780231,-0.8327800585526121,0.0,0.0,0.5121172669834267,0.523607617577907,0.4891548542773972,0.5021975213501598,0.5045806727908826,0.5115143101211268,-0.01880868193969414,0.4711801735957137,0.5082557094461227,0.0,betreff+en bund+es+land+er
baden-württemberg trotz,4.087683555398309,-0.8086433843813245,0.0,0.0,0.5038993230970599,0.5170438578576682,0.4775652193576312,0.4941631998066172,0.496506665583193,0.5033081125668974,0.015120239171521579,0.4636394142281845,0.50012194222378,0.0,baden-württemberg trotz
niedrigeren,4.060220230263247,-0.8038005420057264,0.0,0.0,0.5022163172183413,0.5156924044616269,0.47520437395664006,0.4925185533560055,0.49485373005900535,0.5016275610442241,0.02186146485639244,0.4620977920426638,0.4984565232580821,0.0,niedrigeren
trotz niedrig+er+en,4.060220230263247,-0.8038005420057264,0.0,0.0,0.5022163172183413,0.5156924044616269,0.47520437395664006,0.4925185533560055,0.49485373005900535,0.5016275610442241,0.02186146485639244,0.4620977920426638,0.4984565232580821,0.0,trotz niedrig+er+en
Bevölkerungszahl,4.029085154508641,-0.7982514879209944,0.0,0.0,0.5002735852647946,0.5141294909975238,0.47248428383247326,0.4906204209974225,0.49294596080606495,0.49968768292937854,0.029559339524686132,0.4603194076891831,0.4965342400907526,0.0,Bevölkerungszahl
niedrig+er+en bevölkerung+s+zahl,4.029085154508641,-0.7982514879209944,0.0,0.0,0.5002735852647946,0.5141294909975238,0.47248428383247326,0.4906204209974225,0.49294596080606495,0.49968768292937854,0.029559339524686132,0.4603194076891831,0.4965342400907526,0.0,niedrig+er+en bevölkerung+s+zahl
bevölkerung+s+zahl laut,3.988019016952074,-0.7908353167879506,0.0,0.0,0.49765308672144676,0.5120165231397278,0.4688236383017357,0.48806062708189285,0.49037305114803315,0.4970710691284905,0.03980406027421784,0.45792254126325516,0.4939415759990714,0.0,bevölkerung+s+zahl laut
RKI-Schätzung,3.976558350765321,-0.7887456059415244,0.0,0.0,0.4969096701686599,0.5114161082632874,0.46778685939486053,0.4873345463236327,0.4896432250705162,0.4963287620448241,0.04268197169820186,0.45724297564433064,0.4932061086306954,0.0,RKI-Schätzung
laut rki-schätzung,3.976558350765321,-0.7887456059415244,0.0,0.0,0.4969096701686599,0.5114161082632874,0.46778685939486053,0.4873345463236327,0.4896432250705162,0.4963287620448241,0.04268197169820186,0.45724297564433064,0.4932061086306954,0.0,laut rki-schätzung
790,3.9458257332872484,-0.7830981287399423,0.0,0.0,0.49488943948576325,0.5097823415992538,0.4649731719172633,0.485361681412498,0.4876601275078049,0.49431156289137596,0.050440437157902314,0.4553971722941651,0.4912075978720777,0.0,790
rki-schätzung 790,3.9458257332872484,-0.7830981287399423,0.0,0.0,0.49488943948576325,0.5097823415992538,0.4649731719172633,0.485361681412498,0.4876601275078049,0.49431156289137596,0.050440437157902314,0.4553971722941651,0.4912075978720777,0.0,rki-schätzung 790
Fälle,3.937391297227285,-0.7815369518754312,0.0,0.0,0.4943280878285915,0.5093278262825447,0.46419230722650423,0.48481355755191036,0.4871091461163428,0.49375105789361223,0.052580284188808044,0.45488452507939403,0.49065231211301447,0.0,Fälle
790 fall+e,3.937391297227285,-0.7815369518754312,0.0,0.0,0.4943280878285915,0.5093278262825447,0.46419230722650423,0.48481355755191036,0.4871091461163428,0.49375105789361223,0.052580284188808044,0.45488452507939403,0.49065231211301447,0.0,790 fall+e
fall+e ebenfalls,3.916932958666505,-0.7777298563707533,0.0,0.0,0.4929539029325226,0.5082141853354271,0.4622824909047685,0.48347187646954254,0.4857604436527891,0.49237895352616246,0.057789741848441926,0.45363000417186017,0.4892930329183396,0.0,fall+e ebenfalls
kleineren,3.8973208310737286,-0.7740529429741331,0.0,0.0,0.49161957590313904,0.5071315168677701,0.4604303940523722,0.4821692768480554,0.4844509907036146,0.49104665744771914,0.0628093302313726,0.45241246317114936,0.48797325603717245,0.0,kleineren
ebenfalls klein+er+en,3.8973208310737286,-0.7740529429741331,0.0,0.0,0.49161957590313904,0.5071315168677701,0.4604303940523722,0.4821692768480554,0.4844509907036146,0.49104665744771914,0.0628093302313726,0.45241246317114936,0.48797325603717245,0.0,ebenfalls klein+er+en
klein+er+en hesse+n,3.8784969058342598,-0.7704984098602001,0.0,0.0,0.4903229555305982,0.5060782096635837,0.4586327948900812,0.4809036445998206,0.48317866513846247,0.48975202081621183,0.06765099773143325,0.45122988892046423,0.4866908472485699,0.0,klein+er+en hesse+n
hesse+n 600,3.8657608062622586,-0.768079205766728,0.0,0.0,0.4894366893490431,0.5053575630449053,0.4574053066950204,0.48003864876812347,0.48230907517543087,0.48886711634585983,0.07094017315089683,0.45042189370600066,0.48581433621347053,0.0,hesse+n 600
600 nordrhein-westfalen,3.846435512912366,-0.7643862407340791,0.0,0.0,0.48807783221833917,0.5042515674783804,0.4555251511652226,0.47871254525255014,0.48097589757744463,0.48751035617924676,0.07595180226369665,0.44918354688357687,0.4844705011867356,0.0,600 nordrhein-westfalen
nordrhein-westfalen sogar,3.8132851987593694,-0.7579884411252761,0.0,0.0,0.4857065567364874,0.5023184947545207,0.45224952200519464,0.4763988364262518,0.4786497564370942,0.485142766554171,0.08460760640517691,0.447024026513472,0.4821256293063319,0.0,nordrhein-westfalen sogar
