,summary,Energiewende,Verkehrswende,Geo_Engineering,Oekologie,Tipping_Points,Klimawandel,Landwirtschaft,Gesundheit,Wasserversorgung,Waermewende,Industrie,Klimaextreme,Urbane_Hitzeinsel,word
studie kern+energie,5.833647200951964,0.3452047128527271,0.0,0.0,-0.598416346887712,-0.5536488011927122,-0.6926560619957641,-0.6012324661021751,-0.6003767660840282,-0.5985620983781784,-0.3405437157852643,-0.6136022839742682,-0.5990099304290369,0.0,studie kern+energie
langsam,6.487272809944677,0.38054788747452,0.0,0.0,-0.7046161784134553,-0.6598486327184556,-0.7988558935215078,-0.7074322976279187,-0.7065765976097718,-0.704761929903922,-0.4467435473110078,-0.7198021155000116,-0.7052097619547805,0.0,langsam
kern+energie langsam,6.487272809944677,0.38054788747452,0.0,0.0,-0.7046161784134553,-0.6598486327184556,-0.7988558935215078,-0.7074322976279187,-0.7065765976097718,-0.704761929903922,-0.4467435473110078,-0.7198021155000116,-0.7052097619547805,0.0,kern+energie langsam
langsam teuer,15.169190340834465,0.5438440952563289,0.0,0.0,-1.5540403697418332,-1.5092728240468336,-1.6482800848498855,-1.5568564889562966,-1.5560007889381497,-1.5541861212322998,-1.296167738639386,-1.5692263068283896,-1.5546339532831583,0.0,langsam teuer
teuer energie+wende,13.266470585721173,0.5275663212142956,0.0,0.0,-1.4200137937386494,-1.37524624804365,-1.514253508846702,-1.4228299129531128,-1.421974212934966,-1.420159545229116,-1.162141162636202,-1.4351997308252058,-1.4206073772799745,0.0,teuer energie+wende
Beim,10.297625699105522,0.48911644051501607,0.0,0.0,-1.166687304209413,-1.1219197585144136,-1.2609270193174653,-1.1695034234238764,-1.1686477234057298,-1.1668330556998796,-0.9088146731069656,-1.1818732412959692,-1.1672808877507381,0.0,Beim
energie+wende bei,7.959420596988754,0.43628883278192165,0.0,0.0,-0.9091301580803572,-0.8643626123853578,-1.0033698731884095,-0.9119462772948207,-0.9110905772766739,-0.9092759095708239,-0.65125752697791,-0.9243160951669137,-0.9097237416216826,0.0,energie+wende bei
CO2-Ausstoß,7.333343585590245,0.41568109767974754,0.0,0.0,-0.8272055129206202,-0.7824379672256208,-0.9214452280286727,-0.8300216321350835,-0.8291659321169367,-0.8273512644110868,-0.5693328818181728,-0.8423914500071765,-0.8277990964619454,0.0,CO2-Ausstoß
bei co2+-+ausstoß,7.333343585590245,0.41568109767974754,0.0,0.0,-0.8272055129206202,-0.7824379672256208,-0.9214452280286727,-0.8300216321350835,-0.8291659321169367,-0.8273512644110868,-0.5693328818181728,-0.8423914500071765,-0.8277990964619454,0.0,bei co2+-+ausstoß
Atomkraftwerk,6.01404413584473,0.35585798681927244,0.0,0.0,-0.6288713735859041,-0.5841038278909044,-0.7231110886939563,-0.6316874928003674,-0.6308317927822203,-0.6290171250763705,-0.3709987424834563,-0.6440573106724604,-0.6294649571272292,0.0,Atomkraftwerk
co2+-+ausstoß atom+kraft+werk,6.01404413584473,0.35585798681927244,0.0,0.0,-0.6288713735859041,-0.5841038278909044,-0.7231110886939563,-0.6316874928003674,-0.6308317927822203,-0.6290171250763705,-0.3709987424834563,-0.6440573106724604,-0.6294649571272292,0.0,co2+-+ausstoß atom+kraft+werk
Windrad,13.171551723781969,0.5266230372451963,0.0,0.0,-1.4128332816216367,-1.3680657359266373,-1.507072996729689,-1.4156494008361,-1.4147937008179532,-1.4129790331121033,-1.1549606505191892,-1.428019218708193,-1.413426865162962,0.0,Windrad
atom+kraft+werk wind+rad,5.470682266271705,0.3212299250517655,0.0,0.0,-0.5341772876039466,-0.489409741908947,-0.628417002711999,-0.5369934068184098,-0.536137706800263,-0.5343230390944131,-0.276304656501499,-0.549363224690503,-0.5347708711452716,0.0,atom+kraft+werk wind+rad
Solaranlage,8.362928579102956,0.44775029038785746,0.0,0.0,-0.9585826244544077,-0.913815078759408,-1.05282233956246,-0.961398743668871,-0.9605430436507243,-0.9587283759448743,-0.7007099933519602,-0.973768561540964,-0.9591762079957329,0.0,Solaranlage
wind+rad solaranlage,5.223643040243335,0.30261440442105514,0.0,0.0,-0.48796900910140617,-0.4432014634064066,-0.5822087242094586,-0.4907851283158697,-0.4899294282977228,-0.48811476059187275,-0.23009637799895874,-0.5031549461879627,-0.4885625926427315,0.0,wind+rad solaranlage
mithalten,5.029600239794356,0.28643088874833483,0.0,0.0,-0.45011445595969657,-0.4053469102646971,-0.544354171067749,-0.45293057517415986,-0.4520748751560131,-0.4502602074501632,-0.19224182485724914,-0.4653003930462529,-0.4507080395010218,0.0,mithalten
solaranlage mit+halt+en,5.029600239794356,0.28643088874833483,0.0,0.0,-0.45011445595969657,-0.4053469102646971,-0.544354171067749,-0.45293057517415986,-0.4520748751560131,-0.4502602074501632,-0.19224182485724914,-0.4653003930462529,-0.4507080395010218,0.0,solaranlage mit+halt+en
Ansonsten,4.90051199438292,0.2747939837628453,0.0,0.0,-0.4241136385039554,-0.379346092808956,-0.5183533536120078,-0.4269297577184189,-0.42607405770027196,-0.42425938999442203,-0.16624100740150807,-0.4392995755905118,-0.4247072220452807,0.0,Ansonsten
ansonsten jedoch,4.8053581259940445,0.26572240870262287,0.0,0.0,-0.4045055217858965,-0.359737976090897,-0.4987452368939489,-0.4073216410003599,-0.4064659409822131,-0.40465127327636313,-0.14663289068344904,-0.4196914588724529,-0.4050991053272217,0.0,ansonsten jedoch
überwiegen,4.7487540747764365,0.2601125166843551,0.0,0.0,-0.39265623378916764,-0.3478886880941681,-0.48689594889722,-0.395472353003631,-0.3946166529854841,-0.3928019852796342,-0.13478360268672018,-0.40784217087572405,-0.39324981733049275,0.0,überwiegen
jedoch überwieg+en,4.7487540747764365,0.2601125166843551,0.0,0.0,-0.39265623378916764,-0.3478886880941681,-0.48689594889722,-0.395472353003631,-0.3946166529854841,-0.3928019852796342,-0.13478360268672018,-0.40784217087572405,-0.39324981733049275,0.0,jedoch überwieg+en
Nachteile,4.652952509522028,0.25023063775113014,0.0,0.0,-0.37227591658555576,-0.32750837089055634,-0.4665156316936083,-0.3750920358000191,-0.3742363357818724,-0.3724216680760224,-0.1144032854831084,-0.38746185367211233,-0.3728695001268811,0.0,Nachteile
überwieg+en nachteil+e,4.652952509522028,0.25023063775113014,0.0,0.0,-0.37227591658555576,-0.32750837089055634,-0.4665156316936083,-0.3750920358000191,-0.3742363357818724,-0.3724216680760224,-0.1144032854831084,-0.38746185367211233,-0.3728695001268811,0.0,überwieg+en nachteil+e
Trägheit,4.591036318112354,0.24356973192779963,0.0,0.0,-0.3588797261514637,-0.31411218045646416,-0.4531194412595161,-0.36169584536592697,-0.36084014534778014,-0.3590254776419302,-0.1010070950490161,-0.37406566323802004,-0.35947330969278896,0.0,Trägheit
nachteil+e trägheit,4.591036318112354,0.24356973192779963,0.0,0.0,-0.3588797261514637,-0.31411218045646416,-0.4531194412595161,-0.36169584536592697,-0.36084014534778014,-0.3590254776419302,-0.1010070950490161,-0.37406566323802004,-0.35947330969278896,0.0,nachteil+e trägheit
Atomkraft,34.476310508139136,0.340260633078477,0.0,0.0,-0.6034565596500291,-0.6293639852068605,-0.5544410316261823,-0.17861726143233667,-0.612532257430373,-0.6041849235056211,-2.117173755339814,-0.6516806373614753,-0.6082175772979725,0.0,Atomkraft
atom+kraft wind+kraft,4.872108001577665,0.2721317015111792,0.0,0.0,-0.418300648169759,-0.3735331024747595,-0.5125403632778114,-0.4211167673842223,-0.4202610673660757,-0.4184463996602257,-0.16042801706731144,-0.43348658525631534,-0.41889423171108414,0.0,atom+kraft wind+kraft
Besuchen,101.2399266354432,0.5834469616851858,0.0,0.0,-2.071593677318605,-2.082817168826372,-2.04990737299472,-2.08305760310858,-2.0803402603107064,-2.072295255578499,-1.1134405615093252,-2.118252236224402,-2.0761624587321568,0.0,Besuchen
wind+kraft besuch+en,8.745008095531935,0.4575238382036397,0.0,0.0,-1.0032569843991344,-0.9584894387041349,-1.0974966995071869,-1.0060731036135977,-1.005217403595451,-1.0034027358896012,-0.7453843532966871,-1.0184429214856907,-1.0038505679404597,0.0,wind+kraft besuch+en
besuch+en sie,87.94926924406921,0.5794720236708282,0.0,0.0,-2.0255817935808387,-2.0332142497561176,-2.010756787226582,-2.0368928542672173,-2.0342086314331187,-2.026273621887297,-0.9868716706536553,-2.0716717745846696,-2.030080617847542,0.0,besuch+en sie
Golem.de,83.69264738245323,0.5780082550609538,0.0,0.0,-2.0093224870733746,-2.015687577378323,-1.996936210114737,-2.020573387244827,-2.0179021965943087,-2.0100104774555696,-0.9433508205982859,-2.0551888380544896,-2.0137937761678515,0.0,Golem.de
sie golem.de,83.69264738245323,0.5780082550609538,0.0,0.0,-2.0093224870733746,-2.015687577378323,-1.996936210114737,-2.020573387244827,-2.0179021965943087,-2.0100104774555696,-0.9433508205982859,-2.0551888380544896,-2.0137937761678515,0.0,sie golem.de
gewohnt,73.55621419075399,0.5739968616623767,0.0,0.0,-1.9662005358298404,-1.969290380108162,-1.9601587786008192,-1.9772790609381192,-1.9746452037230489,-1.9668775271041905,-0.8332293638563811,-2.011426549926458,-1.9705929193754335,0.0,gewohnt
golem.de ge+wohn+t,73.55621419075399,0.5739968616623767,0.0,0.0,-1.9662005358298404,-1.969290380108162,-1.9601587786008192,-1.9772790609381192,-1.9746452037230489,-1.9668775271041905,-0.8332293638563811,-2.011426549926458,-1.9705929193754335,0.0,golem.de ge+wohn+t
Werbung,67.13502716617425,0.5709546310121638,0.0,0.0,-1.9346342556150318,-1.935439656241144,-1.9330540850160713,-1.9455766256871134,-1.9429722499333106,-1.935302556363129,-0.7584057667097504,-1.9793549185317554,-1.9389643027601384,0.0,Werbung
ge+wohn+t werbung,67.13502716617425,0.5709546310121638,0.0,0.0,-1.9346342556150318,-1.935439656241144,-1.9330540850160713,-1.9455766256871134,-1.9429722499333106,-1.935302556363129,-0.7584057667097504,-1.9793549185317554,-1.9389643027601384,0.0,ge+wohn+t werbung
Tracking,102.84768615006752,0.58189892980101,0.0,0.0,-2.1034835869614876,-2.114096286570776,-2.082959254806686,-2.1149232357387993,-2.1122111533889014,-2.1041836169950243,-0.7748073678316814,-2.150051814950313,-2.1080412590638007,0.0,Tracking
werbung tracking,62.29918787361618,0.568323429052291,0.0,0.0,-1.9079752133815975,-1.9069375967306252,-1.910016554255295,-1.9187971502093222,-1.9162188463342769,-1.9086358252062217,-0.6993110806605692,-1.9522491956722354,-1.9122501142455666,0.0,werbung tracking
tracking sie,87.94926924406921,0.5794720236708282,0.0,0.0,-2.0255817935808387,-2.0332142497561176,-2.010756787226582,-2.0368928542672173,-2.0342086314331187,-2.026273621887297,-0.9868716706536553,-2.0716717745846696,-2.030080617847542,0.0,tracking sie
Nutzung,57.49386910929774,0.5676584323020262,0.0,0.0,-1.907254509308097,-1.9031577788614524,-1.9153509527969061,-1.917853484619571,-1.9153234351669641,-1.9079008817570677,-0.6504192112928965,-1.9507023189423895,-1.9114272969689703,0.0,Nutzung
sie nutzung,54.886973348701794,0.5635466600811236,0.0,0.0,-1.8608522321129846,-1.8567555016663397,-1.8689486756017937,-1.8714512074244583,-1.8689211579718514,-1.861498604561955,-0.6040169340977836,-1.9043000417472769,-1.8650250197738578,0.0,sie nutzung
Cookies,51.95195153613067,0.5613404518724934,0.0,0.0,-1.8395743320967977,-1.8341778030562563,-1.8502603359047782,-1.850069097706436,-1.8475615959890972,-1.8402140471627877,-0.5646921369712598,-1.8826363424670158,-1.843699384648761,0.0,Cookies
nutzung cookie+s,51.95195153613067,0.5613404518724934,0.0,0.0,-1.8395743320967977,-1.8341778030562563,-1.8502603359047782,-1.850069097706436,-1.8475615959890972,-1.8402140471627877,-0.5646921369712598,-1.8826363424670158,-1.843699384648761,0.0,nutzung cookie+s
zustimmen,50.49655247102101,0.5601661728252421,0.0,0.0,-1.8283635463550585,-1.8223018857589515,-1.8403785813691933,-1.8388026507987911,-1.8363071909087514,-1.8289997050012614,-0.5448584270584131,-1.8712195804411054,-1.8324631000990181,0.0,zustimmen
cookie+s zu+stimm+en,50.49655247102101,0.5601661728252421,0.0,0.0,-1.8283635463550585,-1.8223018857589515,-1.8403785813691933,-1.8388026507987911,-1.8363071909087514,-1.8289997050012614,-0.5448584270584131,-1.8712195804411054,-1.8324631000990181,0.0,cookie+s zu+stimm+en
Details,49.866943481924764,0.5578610107147072,0.0,0.0,-1.8412044575539173,-1.8341596865822158,-1.855188756850305,-1.8515582825863524,-1.8490812701413208,-1.8418351666288126,-0.5457520888129246,-1.5805504821268723,-1.8452649411538953,0.0,Details
detail+s tracking,46.70771298240222,0.556819773690167,0.0,0.0,-1.7968295565941725,-1.7889672304483089,-1.8124559347673972,-1.807109642030682,-1.8046485787776214,-1.7974555528199825,-0.49219648200326893,-1.8390974756971072,-1.800856254022935,0.0,detail+s tracking
tracking find+en,45.56205066472553,0.5557149926828264,0.0,0.0,-1.7865488121558453,-1.778121072288185,-1.8033132035389343,-1.796776355735986,-1.794326655678533,-1.7871714499276927,-0.47598222575332194,-1.828622521320029,-1.7905514341978488,0.0,tracking find+en
Privacy,43.9556729145753,0.5540833497795695,0.0,0.0,-1.771479789336439,-1.7622417752395503,-1.789878412602587,-1.7816297742339284,-1.779196846044279,-1.7720974689880917,-0.4530222507858715,-1.8132669190414703,-1.7754468704518573,0.0,Privacy
sie privacy,43.9556729145753,0.5540833497795695,0.0,0.0,-1.771479789336439,-1.7622417752395503,-1.789878412602587,-1.7816297742339284,-1.779196846044279,-1.7720974689880917,-0.4530222507858715,-1.8132669190414703,-1.7754468704518573,0.0,sie privacy
Center,44.854104253643044,0.5161126494005026,0.0,0.0,-1.4042730110953314,-1.409927248980151,-1.3932585572668255,-1.4154886298099025,-1.41282508135859,-1.4049587504968504,-0.48040225485762716,-1.4500082484166594,-1.408728151170173,0.0,Center
privacy center,43.12050891375033,0.55319465163352,0.0,0.0,-1.7633296737750226,-1.7536617667700352,-1.7825969669080293,-1.7734374028862152,-1.7710136115505883,-1.7639446518256956,-0.44098588866561506,-1.8049607182907852,-1.7672773901129208,0.0,privacy center
Skript,42.24347475869621,0.5522300545989937,0.0,0.0,-1.754529325890192,-1.7444031625588605,-1.7747238453984724,-1.7645911484506298,-1.7621772826838156,-1.7551413686899804,-0.4282774687891583,-1.7959908398391218,-1.7584560033994658,0.0,Skript
skript werd+e,41.60191899897695,0.5515023675577151,0.0,0.0,-1.7479208988551618,-1.7374552490222044,-1.7688031574963066,-1.757948130016319,-1.7555417428741231,-1.7485307297263084,-0.4189324618741918,-1.78925469591018,-1.7518317225496303,0.0,skript werd+e
geladen,40.575508474712564,0.5502970885461056,0.0,0.0,-1.7370326849821502,-1.7260161779191343,-1.7590323871789721,-1.747002714640231,-1.7446086935236385,-1.7376388578226596,-0.40389597216003764,-1.7781553366308112,-1.7409172909850092,0.0,geladen
werd+e ge+lad+en,40.575508474712564,0.5502970885461056,0.0,0.0,-1.7370326849821502,-1.7260161779191343,-1.7590323871789721,-1.747002714640231,-1.7446086935236385,-1.7376388578226596,-0.40389597216003764,-1.7781553366308112,-1.7409172909850092,0.0,werd+e ge+lad+en
Informat…,39.860050216701886,0.5494253810005089,0.0,0.0,-1.729202333068978,-1.7177960756678623,-1.751993792205041,-1.7391310763314558,-1.7367459799750193,-1.7298058654079491,-0.39335237719453464,-1.7701726259001753,-1.7330680149007145,0.0,Informat…
+607,39.04152220634449,0.5483943287032692,0.0,0.0,-1.719988642525153,-1.7081304906007133,-1.7436992735570438,-1.7298686573961826,-1.7274940937814376,-1.7205890581452257,-0.38122673641779325,-1.7607791563069826,-1.723831987973246,0.0,+607
informat… +607,39.04152220634449,0.5483943287032692,0.0,0.0,-1.719988642525153,-1.7081304906007133,-1.7436992735570438,-1.7298686573961826,-1.7274940937814376,-1.7205890581452257,-0.38122673641779325,-1.7607791563069826,-1.723831987973246,0.0,informat… +607
+607 chars,38.68800250848767,0.5479373658737299,0.0,0.0,-1.7159217465162417,-1.703866399093733,-1.7400338764783876,-1.7257802048525799,-1.7234103004740475,-1.7165207832683953,-0.3759687933835598,-1.7566327441838434,-1.7197552103926699,0.0,+607 chars
Gunnar,3.1593373381028886,-0.6592510076082947,0.0,0.0,0.014863747327594885,0.05963129302259445,-0.07937596778045744,0.012047628113131493,0.012903328131278353,0.01471799583712837,2.4246376801328307,-0.0003221897589615048,0.014270163786269763,0.0,Gunnar
Schupelius,3.214295463528329,-0.676496898380411,0.0,0.0,-0.002382143444521576,0.042385402250478085,-0.09662185855257387,-0.005198262658984865,-0.004342562640838135,-0.0025278949349880585,2.468420227973122,-0.017568080531077935,-0.0029757269858465226,0.0,Schupelius
gunnar schupeliu+s,3.214295463528329,-0.676496898380411,0.0,0.0,-0.002382143444521576,0.042385402250478085,-0.09662185855257387,-0.005198262658984865,-0.004342562640838135,-0.0025278949349880585,2.468420227973122,-0.017568080531077935,-0.0029757269858465226,0.0,gunnar schupeliu+s
Mein,5.509407004723036,0.03893927569870989,0.0,0.0,-0.541230945922194,-0.49646340022719454,-0.6354706610302463,-0.5440470651366575,-0.5431913651185106,-0.5413766974126605,2.087625576944672,-0.5564168830087505,-0.5418245294635192,0.0,Mein
schupeliu+s mein,3.3732464762764627,-0.7247643318525796,0.0,0.0,-0.05064957691669006,-0.005882031221690431,-0.1448892920247424,-0.05346569613115339,-0.05260999611300657,-0.05079532840715672,2.578206945950176,-0.0658355140032465,-0.05124316045801522,0.0,schupeliu+s mein
Ärger,3.4749081077727464,-0.7544567399929554,0.0,0.0,-0.08034198505706584,-0.03557443936206632,-0.1745817001651181,-0.0831581042715291,-0.08230240425338235,-0.0804877365475324,2.637901840540011,-0.0955279221436221,-0.08093556859839089,0.0,Ärger
mein ärger,3.4749081077727464,-0.7544567399929554,0.0,0.0,-0.08034198505706584,-0.03557443936206632,-0.1745817001651181,-0.0831581042715291,-0.08230240425338235,-0.0804877365475324,2.637901840540011,-0.0955279221436221,-0.08093556859839089,0.0,mein ärger
ärger der,3.7754562272612073,-0.837409935434501,0.0,0.0,-0.16329518049861136,-0.118527634803612,-0.2575348956066637,-0.16611129971307487,-0.16525559969492792,-0.16344093198907805,2.780325078762357,-0.1784811175851678,-0.16388876403993657,0.0,ärger der
der wärme+wende,4.291145466118048,-0.9654424108508947,0.0,0.0,-0.2913276559150051,-0.24656011022000546,-0.38556737102305727,-0.2941437751294684,-0.29328807511132166,-0.2914734074054716,2.9495987772554213,-0.3065135930015615,-0.29192123945633025,0.0,der wärme+wende
teures,3.341212680325178,-0.7152225241656807,0.0,0.0,-0.04110776922979106,0.003659776465208474,-0.13534748433784333,-0.04392388844425434,-0.043068188426107656,-0.04125352072025766,2.55784265320304,-0.056293706316347496,-0.0417013527711162,0.0,teures
wärme+wende teuer+es,3.341212680325178,-0.7152225241656807,0.0,0.0,-0.04110776922979106,0.003659776465208474,-0.13534748433784333,-0.04392388844425434,-0.043068188426107656,-0.04125352072025766,2.55784265320304,-0.056293706316347496,-0.0417013527711162,0.0,wärme+wende teuer+es
Luftschloss,3.2530962284789062,-0.6884959336427194,0.0,0.0,-0.014381178706829886,0.030386366988169742,-0.1086208938148822,-0.017197297921293153,-0.0163415979031465,-0.01452693019729655,2.4973692935968272,-0.02956711579338622,-0.014974762248154956,0.0,Luftschloss
teuer+es luft+schloss,3.2530962284789062,-0.6884959336427194,0.0,0.0,-0.014381178706829886,0.030386366988169742,-0.1086208938148822,-0.017197297921293153,-0.0163415979031465,-0.01452693019729655,2.4973692935968272,-0.02956711579338622,-0.014974762248154956,0.0,teuer+es luft+schloss
luft+schloss der,3.1525228387349293,-0.6570917386052676,0.0,0.0,0.017023016330621917,0.061790562025621554,-0.07721669877743036,0.01420689711615876,0.015062597134305269,0.01687726484015538,2.4189634868043384,0.0018370792440655242,0.016429432789296906,0.0,luft+schloss der
der senat,10.320824350119459,0.37229791187585914,0.0,0.0,-1.1689375859471705,-1.124170040252171,-1.2631773010552227,-1.1717537051616338,-1.1708980051434872,-1.169083337437637,1.4470039678674136,-1.1841235230337268,-1.1695311694884958,0.0,der senat
möchte,3.3264974588215988,-0.7108086414122053,0.0,0.0,-0.036693886476315704,0.00807365921868384,-0.13093360158436806,-0.03951000569077906,-0.038654305672632394,-0.03683963796678229,2.548213069251103,-0.051879823562872185,-0.037287470017640954,0.0,möchte
senat mög+e,3.3264974588215988,-0.7108086414122053,0.0,0.0,-0.036693886476315704,0.00807365921868384,-0.13093360158436806,-0.03951000569077906,-0.038654305672632394,-0.03683963796678229,2.548213069251103,-0.051879823562872185,-0.037287470017640954,0.0,senat mög+e
Fernwärme,4.770860026999367,-0.9224678211964149,0.0,0.0,-0.3973005380059602,-0.3525329923109608,-0.49154025311401256,-0.40011665722042367,-0.3992609572022767,-0.39744628949642696,3.0014371947130156,-0.4124864750925167,-0.39789412154728543,0.0,Fernwärme
mög+e fernwärme,3.2774511714498047,-0.6959547435686136,0.0,0.0,-0.021839988632723965,0.0229275570622756,-0.1160797037407763,-0.024656107847187185,-0.023800407829040485,-0.021985740123190548,2.514782278836188,-0.03702592571928032,-0.022433572174048986,0.0,mög+e fernwärme
klimaneutral,9.41942123161073,0.2649313609341851,0.0,0.0,-1.0775475965160655,-1.032780050821066,-1.1717873116241178,-1.0803637157305288,-1.079508015712382,-1.077693348006532,1.9253405551833125,-1.092733533602622,-1.0781411800573906,0.0,klimaneutral
fernwärme klimaneutral,3.2386912728164674,-0.6840580251924727,0.0,0.0,-0.009943270256583217,0.034824275438416354,-0.1041829853646355,-0.012759389471046455,-0.011903689452899793,-0.01008902174704965,2.4868000367501795,-0.025129207343139483,-0.010536853797908438,0.0,fernwärme klimaneutral
erzeugen,4.49506494470132,-0.08745409584038824,0.0,0.0,-0.337754066224982,-0.29298652052998236,-0.43199378133303434,-0.3405701854394453,-0.33971448542129856,-0.33789981771544847,2.116114371176513,-0.35294000331153824,-0.3383476497663071,0.0,erzeugen
klimaneutral erzeug+en,3.1987081844980856,-0.6716357410878895,0.0,0.0,0.0024790138480001275,0.04724655954299971,-0.09176070126005217,-0.00033710536646304,0.0005185946516834958,0.0023332623575335596,2.456347451249495,-0.012706923238556121,0.0018854303066750645,0.0,klimaneutral erzeug+en
der funktionier+t,3.165657199404112,-0.6612493851142198,0.0,0.0,0.012865369821669683,0.05763291551666919,-0.08137434528638272,0.010049250607206366,0.010904950625352969,0.01271961833120312,2.429849726271739,-0.0023205672648867323,0.01227178628034434,0.0,der funktionier+t
entweder,3.139648139893955,-0.6529994414149014,0.0,0.0,0.02111531352098825,0.06588285921598762,-0.0731244015870642,0.018299194306524692,0.019154894324671594,0.02096956203052173,2.40808634497646,0.00592937643443184,0.020521729979662864,0.0,entweder
funktionier+t entweder,3.139648139893955,-0.6529994414149014,0.0,0.0,0.02111531352098825,0.06588285921598762,-0.0731244015870642,0.018299194306524692,0.019154894324671594,0.02096956203052173,2.40808634497646,0.00592937643443184,0.020521729979662864,0.0,funktionier+t entweder
gar,4.5615393765481285,-0.03836346246132692,0.0,0.0,-0.35243409933081926,-0.3076665536358197,-0.4466738144388716,-0.3552502185452825,-0.3543945185271358,-0.3525798508212858,2.0156482104823437,-0.36762003641737545,-0.3530276828721443,0.0,gar
entweder gar,3.1236752199389435,-0.6478989688175093,0.0,0.0,0.02621578611838018,0.07098333181337996,-0.06802392898967209,0.023399666903917052,0.024255366922063825,0.026070034627913668,2.394298095931543,0.011029849031823922,0.025622202577055195,0.0,entweder gar
gar teuer,3.089958606207519,-0.6370463999028272,0.0,0.0,0.03706835503306242,0.08183590072806214,-0.05717136007498981,0.03425223581859915,0.035107935836746026,0.03692260354259598,2.364067794165787,0.021882417946506156,0.036474771491737334,0.0,gar teuer
Heizen,3.628336169379398,-0.7092337187313345,0.0,0.0,-0.12354813785324023,-0.07878059215824057,-0.2177878529612926,-0.12636425706770363,-0.12550855704955685,-0.12369388934370687,2.6555487188034195,-0.13873407493979653,-0.1241417213945654,0.0,Heizen
teuer heiz+en,3.074074628066398,-0.6318926271388704,0.0,0.0,0.04222212779701919,0.08698967349201875,-0.05201758731103324,0.039406008582555774,0.040261708600702766,0.0420763763065525,2.3492664777562524,0.027036190710462774,0.04162854425569397,0.0,teuer heiz+en
heiz+en fernwärme,3.0607476689243063,-0.6275479275010702,0.0,0.0,0.04656682743481964,0.09133437312981904,-0.047672887673232904,0.04375070822035623,0.04460640823850312,0.04642107594435281,2.3365556895972275,0.03138089034826316,0.0459732438934943,0.0,heiz+en fernwärme
Luxus,3.0452270870114315,-0.622464180528629,0.0,0.0,0.051650574407260695,0.09641812010226021,-0.04258914070079157,0.04883445519279744,0.04969015521094407,0.05150482291679408,2.321402871457593,0.036464637320704374,0.051056990865935487,0.0,Luxus
fernwärme luxus,3.0452270870114315,-0.622464180528629,0.0,0.0,0.051650574407260695,0.09641812010226021,-0.04258914070079157,0.04883445519279744,0.04969015521094407,0.05150482291679408,2.321402871457593,0.036464637320704374,0.051056990865935487,0.0,fernwärme luxus
TTS-Player,14.713101818458043,-0.19948910273353038,0.0,0.0,0.1699523402132088,0.14696001217720445,0.21363309940582698,0.15813098528325098,0.16092580207285562,0.16922797618797591,0.39475636790377355,0.1219623694208516,0.16522003313122335,0.0,TTS-Player
überspringenArtikel,13.622398117085922,-0.15025027704946473,0.0,0.0,0.12561587245029412,0.10717256307148684,0.16088295262798255,0.11391062652528719,0.1166802711724545,0.12489890846366893,0.45518046676550245,0.078058709779088,0.1209366783531088,0.0,überspringenArtikel
tts-player überspringenartikel,13.622398117085922,-0.15025027704946473,0.0,0.0,0.12561587245029412,0.10717256307148684,0.16088295262798255,0.11391062652528719,0.1166802711724545,0.12489890846366893,0.45518046676550245,0.078058709779088,0.1209366783531088,0.0,tts-player überspringenartikel
weiterlesenBerlin,4.97876018830373,-0.9721809409856379,0.0,0.0,0.44357864375887096,0.4513757525096347,0.42808340459310357,0.43329257989870945,0.43575493616094163,0.4429522654155321,1.4338121743904937,0.4012886231966588,0.43954920702236994,0.0,weiterlesenBerlin
überspringenartikel weiterlesenberlin,4.97876018830373,-0.9721809409856379,0.0,0.0,0.44357864375887096,0.4513757525096347,0.42808340459310357,0.43329257989870945,0.43575493616094163,0.4429522654155321,1.4338121743904937,0.4012886231966588,0.43954920702236994,0.0,überspringenartikel weiterlesenberlin
weiterlesenberlin der,2.785376994313798,-0.5332719353517079,0.0,0.0,0.14084281958418174,0.18561036527918123,0.046603104476129156,0.1380267003697183,0.13888240038786515,0.14069706809371496,1.9916528451038882,0.12565688249762508,0.14024923604285638,0.0,weiterlesenberlin der
wird.…,2.7213190565785728,-0.5100054151627612,0.0,0.0,0.16410933977312825,0.2088768854681279,0.06986962466507594,0.16129322055866518,0.16214892057681188,0.1639635882826619,1.8776361385799145,0.14892340268657198,0.16351575623180317,0.0,wird.…
luxus wird.…,2.7213190565785728,-0.5100054151627612,0.0,0.0,0.16410933977312825,0.2088768854681279,0.06986962466507594,0.16129322055866518,0.16214892057681188,0.1639635882826619,1.8776361385799145,0.14892340268657198,0.16351575623180317,0.0,luxus wird.…
+1802,2.7187612945343878,-0.5090650752899745,0.0,0.0,0.16504967964591527,0.2098172253409148,0.07080996453786285,0.1622335604314519,0.1630892604495987,0.16490392815544852,1.8726834933496972,0.14986374255935872,0.1644560961045901,0.0,+1802
wird.… +1802,2.7187612945343878,-0.5090650752899745,0.0,0.0,0.16504967964591527,0.2098172253409148,0.07080996453786285,0.1622335604314519,0.1630892604495987,0.16490392815544852,1.8726834933496972,0.14986374255935872,0.1644560961045901,0.0,wird.… +1802
+1802 chars,2.7168885463713277,-0.5083760138927278,0.0,0.0,0.16573874104316194,0.2105062867381614,0.0714990259351096,0.16292262182869865,0.1637783218468455,0.16559298955269533,1.8690356862146398,0.15055280395660545,0.1651451575018367,0.0,+1802 chars
